,model,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0,logit,0.5045396895441484,0.5133175126851459,0.4243139393009977,0.8352899891138335,0.5432034179091464,0.6372063997480144
0,random_forest,0.4880856990338743,0.4980831845252563,0.4812456647364099,0.828615649883847,0.895021361932165,0.8582610490894295
